DATAFLOW,LAST UPDATE,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,AT,2016,7168,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,AT,2017,7633.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,AT,2019,8017.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,AT,2020,7984.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2011,400.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2012,389.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2013,408.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2014,404.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2015,446.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2016,481.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2017,447.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2018,522.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2019,468.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BE,2020,502.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,BG,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2011,4885,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2012,4737.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2013,4750.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2014,4921.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2015,4879.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2016,4998.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2017,5038.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2018,5061.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2019,5019.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CH,2020,5035.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CY,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CY,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CY,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CY,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CY,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CY,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CZ,2019,1468,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,CZ,2020,1265,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DE,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2011,7778.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2012,7858.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2013,7786.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2014,7777.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2015,7893.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2016,8224.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2017,8711.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2018,9100.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,DK,2019,9242.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2011,360.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2012,384.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2013,0,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EE,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2011,20380.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2012,19266.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2013,18459.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2014,8079,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2015,7874.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2016,8612.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2017,7331.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2018,5962.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,EL,2019,7277.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,FI,2011,762.00,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,FI,2012,732.00,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,FI,2013,1032.00,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,FI,2014,584.00,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,FI,2015,772.00,e
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HR,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HU,2017,73.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HU,2018,79.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HU,2019,93.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,HU,2020,87,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2012,44.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2013,33.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2014,62.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2015,45.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2016,37.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2017,36.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2018,20.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2019,29.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IE,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2011,236.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2012,255.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2013,274.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2014,283.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2015,333.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2016,261,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2017,325.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2018,353.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,IS,2019,372.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LI,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2011,0,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LT,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LU,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,LV,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,ME,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MK,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2011,384,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2012,387.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2013,418.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2014,422.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2015,396.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2016,457.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2017,492.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2018,471.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2019,492.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,MT,2020,554.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NL,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2011,8155.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2012,8437.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2013,8672.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2014,8956.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2015,9069,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2016,9528.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2017,9624.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2018,9974.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2019,10193.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,NO,2020,10513.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,PL,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2019,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RO,2020,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2011,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2012,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2013,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2014,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2015,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2016,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2017,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2018,0.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,RS,2020,0,b
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2011,10679.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2012,11098.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2013,11442.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2014,11970.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2015,12577.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2016,13312.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2017,13840.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2018,14458.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SE,2019,14841.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2011,115.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2012,153.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2013,125.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2014,150.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2015,194.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2016,305.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2017,250.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2018,174.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2019,208.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,NSP,SI,2020,183.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,OTH,AT,2011,69.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,OTH,AT,2012,65.00,
ESTAT:HLTH_RS_SPEC(1.0),12/07/22 11:00:00,A,NR,OTH,AT,2013,69.00,
